Nombre,Resumen generado por la IA,País,Entidad,Og_Resumida,Base URL,Categoría,Disciplina,Disciplina Limpia,Inscripcion,Monto,Moneda,Monto_USD,Premio_USD,Inscripcion_USD_web
Premio | Premio Nacional a la Trayectoria Artística ,Premio | Premio Nacional a la Trayectoria Artística ,Argentina,"Palais de Glace - Secretaría de Cultura de
la Nación","El Premio reconoce la trayectoria de hasta 8 (ocho) artistas vivos argentinos nativos o naturalizados, mayores de 60 años, quienes reciben una pensión vitalicia y donan al Estado Nacional una obra significativa de su producción, que pasa a integrar la colección del Museo Nacional de Bellas Artes.",https://palaisdeglace.cultura.gob.ar/info/112-salon-nacional-de-artes-visuales/#premio-nacional-a-la-trayectoria-artistica-,Premio,Visuales,Visuales,Sin cargo,,ARS,,,
Beca | CCA Islands Travel Scholarship 2025 – 2026,Beca | CCA Islands Travel Scholarship 2025 – 2026,Japón,"CCA, Center for Contemporary Art and Peace Winds Japan (PWJ) ","Dirigido a artistas emergentes, curadores, arquitectos, diseñadores y aquellos que aspiran a ser profesionales en diversas áreas del arte y la cultura contemporánea, realizando sus investigaciones y actividades creativas en Japón. La beca cubre gastos de investigación por un valor de 200.000 JPY y un pasaje de ida y vuelta (solo ida y vuelta a Japón). Se dará preferencia a los solicitantes menores de 35 años. La estancia mínima de los beneficiarios en Japón es de 4 semanas y la máxima de 8 semanas, entre el 1 de septiembre de 2025 y el 31 de marzo de 2026.",https://cca-islands.org/en/scholarship/,Beca,"Diseño, Visuales, Otras, Arquitectura, Curaduría, ",Diseño,Sin cargo,200000.0,JPY,1340.0,,
Beca | Musician Grants. Augment Music Project,Beca | Augment Music Project,EEUU,Telluride Arts District,"Dirigida a Músicos [solistas/conjunto], mayores de 18 años, que  vivan y/o trabajen en la región de Telluride. Si no vive ni trabaja en la región, debe explicar su conexión con la región o detallar sus colaboradores artísticos locales y sus roles. ",https://www.telluridearts.org/telluride-artists-grants,Beca,Música,Música,Sin cargo,2500,USD,2500,,
Convocatoria | Site Specific Art Berlin Circus Festival 2025,Convocatoria | Site Specific Art Berlin Circus Festival 2025,Alemania,Berlin Circus Festival  ,"Dirigida a artistas de todo el mundo para propuestas de arte site-specific en el Berlin Circus Festival 2025 que se llevará a cabo del 30.07.25– 10.08.2025. Incluye disciplinas de arte contemporáneo, instalación y arte visual: Obras de arte que puedan instalarse al aire libre (escultura, instalación, pintura, fotografía, etc.) y que se relacionen con los conceptos de ‘ciudad’, ‘circo’, ‘cuerpo’ o ‘encuentro’.",https://www.berlin-circus-festival.de/home.html,Convocatoria,"Visuales, Escultura, Instalación, Fotografía, Pintura",Visuales,Sin cargo,,EUR,,,
Convocatoria | Fondo LinzIMpORT,Convocatoria | Fondo LinzIMpORT,Austria,Stadt Linz,"Programa de financiación que permite a los artistas de Linz y a las iniciativas artísticas y culturales independientes invitar a artistas o trabajadores culturales que trabajan fuera de Austria a Linz para un proyecto conjunto. Se aceptan solicitudes de todas las disciplinas artísticas. No se podrán presentar proyectos ya iniciados o finalizados. Dirigido a artistas visuales, performativos, sonoros, literarios y multidisciplinares de todas las etapas de su carrera. No requiere pago para participar. Está abierto a artistas de América Latina.",https://www.linz.at/serviceguide/viewchapter.php?chapter_id=122822,Convocatoria,Multidisciplipar,Otras,Sin cargo,"20.000,00",EUR,23564.3,,
Apoyo | 3ra. edición del Plan de Fortalecimiento a la Cultura Comunitaria,Apoyo | 3ra. edición del Plan de Fortalecimiento a la Cultura Comunitaria,Argentina,Instituto Cultural del Gobierno de la Provincia de Buenos Aires,"Convocatoria abierta para apoyos económicos destinados a espacios culturales, festivales de gestión no estatal, colectivos y redes culturales bonaerenses.  Esta convocatoria es para proyectos y/o espacios que se desarrollen íntegramente dentro de la provincia de Buenos Aires.",https://institutocultural.gba.gob.ar/articulo-noticia/convocatorias/inscripciones-la-tercera-edicion-del-plan-de-fortalecimiento-la,Apoyo,"Otras, Gestión Cultural, Teatros, Festivales, Organizaciones,",Escénicas,Sin cargo,10000000*,ARS,8302.45,,
Convocatoria | X edición de la Muestra Ibérica de Artes Escénicas⁣,Convocatoria | X edición de la Muestra Ibérica de Artes Escénicas⁣,España,Asociación de Gestoras y Gestores Culturales de Extremadura,"Dirigido a artistas y compañías profesionales de artes escénicas (teatro, danza y formatos híbridos); no requiere pago para participar; disciplinas: artes escénicas; está abierta a participantes internacionales, incluyendo artistas de Latinoamérica.",https://www.agcex.org/la-x-mae-abre-convocatoria-para-recibir-propuestas-artisticas/,Convocatoria,"Escénicas, Teatro, Danza",Escénicas,Sin cargo,,EUR,,,
Convocatoria | Exposición Colectiva de Arte Cuir Conmemorar y Celebrar,Convocatoria | Exposición Colectiva de Arte Cuir Conmemorar y Celebrar,Chile,Isabel Croxatto Galería y Fundación Mecenas,Dirigida a artistas de la comunidad LGBTQIANB+. No requiere pago para postular. Disciplinas: artes visuales. Abierta a artistas de Latinoamérica.,https://isabelcroxattogaleria.com/,Convocatoria,Visuales,Visuales,Sin cargo,,CLP,,,
Residencia | Residency Program ZARATAN AIR 2025,Residencia | Residency Program ZARATAN AIR 2025,Portugal,Zaratan – Arte Contemporânea,"Dirigido a artistas, performers, músicos, curadores, escritores y agentes culturales emergentes o profesionales de cualquier país; no requiere pago para postular. Disciplinas: todas las áreas y lenguajes de expresión artística con enfoque multidisciplinar. Abierta a artistas de Latinoamérica.",https://zaratan.pt/en/event/721,Residencia,Multidisciplinar,Otras,Sin cargo,Residencia,EUR,,,
Convocatoria | Dona Ruth: Festival de Teatro Negro de São Paulo (Dona Ruth: FTNsp),Convocatoria | Dona Ruth: Festival de Teatro Negro de São Paulo (Dona Ruth: FTNsp),Brasil,Dona Ruth: Festival de Teatro Negro de São Paulo,"Dirigida a propuestas de espectáculos no inéditos de artistas, colectivos, grupos, compañías y otros tipos de producciones de autoría negra e indígena de países latinoamericanos, excepto Brasil, miembros del Programa IBERESCENA. Se seleccionarán entre 2 a 4 espectáculos para la programación internacional inédita de esta edición del festival. El Dona Ruth: FTNsp cubrirá los pagos de honorarios, pasajes aéreos, hospedaje, traslado local y costos de alimentación. El Festival se llevará a cabo en São Paulo (Brasil) del 17 al 26 de octubre de 2025.",https://docs.google.com/forms/d/e/1FAIpQLSd1qGgFAoi89P5tzv7AHehk0yxYud242wbbNmve6cu6klDjBQ/viewform,Convocatoria,"Escénicas, Teatro, Performance, Danza, Musical",Música,Sin cargo,,BRL,,,
Convocatoria | Festival Tango + Tango,Convocatoria | Festival Tango + Tango,Argentina,Festival Tango + Tango - Hasta Trilce,Convocatoria abierta para espectáculos de Tango Música y Tango Danza para participar del Festival que se llevará a cabo  del 5 al 8 de junio de 2025 en Hasta Trilce. Dirigida a grupos y/o artistas residentes en AMBA y/o Provincia de Buenos Aires.,https://linktr.ee/festivaltangomastango,Convocatoria,"Música, Escénicas, Danza",Música,Sin cargo,,ARS,,,
Fondos | Concurso Desempolvando Archivos 2025,Fondos | Concurso Desempolvando Archivos 2025,Argentina,"Iniciativa de Archivos, Fundación Williams y Fundación Bunge y Born.","Dirigido a instituciones de Argentina que custodian fondos de archivo en el país, facilitando la organización, descripción y acceso público a sus valiosos acervos documentales. Se podrán presentar propuestas para dos líneas de financiamiento: Subsidios para diagnóstico: en esta línea se financian proyectos breves (una o dos
semanas) sujetos a la contratación de un experto en archivística (hasta $2.500.000). Subsidios para organización y descripción (hasta $6.500.000). ",https://iniciativadearchivos.org/nueva-convocatoria-del-concurso-desempolvando-archivos-2025/,Fondos,"Otras, Archivos, Documentación",Cine,Sin cargo,10000000.0*,ARS,8302.45,,
Convocatoria | Festival Internacional de Cine de la provincia de Buenos Aires,Convocatoria | Festival Internacional de Cine de la provincia de Buenos Aires,Argentina,Instituto Cultural de la Provincia de Buenos Aires,"Convocatoria abierta a producciones de largo y cortometraje, nacionales e internacionales, de todos los géneros, realizadas entre 2023 y 2025. Respecto a la temática deben ser películas que hagan foco en los conceptos de Identidad y Diversidad. La inscripción es gratuita. El Festival se realizará del 1 al 10 de octubre de 2025.",https://institutocultural.gba.gob.ar/articulo-noticia/noticias-ficpba/inscripcion-para-la-tercera-edicion-de-ficpba,Convocatoria,Cine,Cine,Sin cargo,,ARS,,,
Premio | 12° Salón de Artes Visuales 2025. Premios Adquisición,Premio | 12° Salón de Artes Visuales 2025. Premios Adquisición,Argentina,Casa de la Cultura de Río Cuarto - Agencia Córdoba Cultura,"Dirigido artistas visuales mayores de 18 años, con una obra de su autoría, quienes deberán tener un mínimo de tres años de residencia en la provincia de Córdoba, Argentina. La temática es libre. La recepción de obras será del 12 al 14 de mayo en la Casa de la Cultura de Río Cuarto, donde se aceptarán obras de entre 100 cm y 200 cm por lado. Se otorgarán dos premios de adquisición de $800.000 y tres menciones honoríficas.",https://cultura.cba.gov.ar/convocatoria-abierta-para-el-12-salon-de-artes-visuales-2025/,Premio,Visuales,Visuales,Sin cargo,1600000.00,ARS,1328.39,,
Convocatoria | XXI Salón de Arte Textil en Pequeño y mediano formato,Convocatoria | XXI Salón de Arte Textil en Pequeño y mediano formato,Argentina,Museo de Arte Popular José Hernández,La convocatoria estará abierta para todos los artistas que trabajan en toda expresión del arte textil. El tema de la presente convocatoria es libre. Se aceptarán hasta 2 obras por participante. Una por cada una de las categorías. La selección de las obras se realizará a través del envío de imágenes digitales en la primera fase. En esta oportunidad junto con la inscripción se deberá pagar un bono de $ 10.000 (diez mil pesos argentinos). Dicho bono no será reembolsado en caso de que la obra no sea seleccionada.,https://buenosaires.gob.ar/cultura/museos/museojosehernandez/salon-de-arte-textil-en-pequeno-y-mediano-formato,Convocatoria,"Visuales, Diseño, Arte Textil",Diseño,Pago,,ARS,,,
Residencia | Programa de Residencias Casa Alberto Heredia 2025-2026,Residencia | Programa de Residencias Casa Alberto Heredia 2025-2026,Argentina,Museo de Arte Moderno de Buenos Aires,"El Programa de Residencias Casa Alberto Heredia 2025-2026 está dirigido a artistas y profesionales del arte, la cultura y la educación, argentinos y extranjeros con residencia en Argentina de al menos 3 años. No se menciona pago para participar. La convocatoria está abierta para diversas disciplinas artísticas sin especificar restricciones particulares, pero no está abierta para artistas latinoamericanos en general que no residan en Argentina.",https://museomoderno.org/en/casa-alberto-heredia-residencias-nacionales/,Residencia,"Visuales, Otras",Visuales,Sin cargo,Residencia,ARS,,,
Convocatoria | PITCHING - Festival Internacional de Cine de Huesca,Convocatoria | PITCHING - Festival Internacional de Cine de Huesca,España,Festival Internacional de Cine de Huesca,"Podrán participar realizadores/as emergentes residentes en España que tengan un cortometraje en proyecto o no finalizado, y necesiten apoyo de una productora para finalizarlo. Podrán presentarse cortometrajes de cualquier subgénero (ficción, no ficción, documental, animación) de máximo 30 min., de temática libre. Solamente se podrá presentar un proyecto por realizador/a o profesional emergente.",https://www.huesca-filmfestival.com/pitching-hiff/,Convocatoria,Cine,Cine,Sin cargo,,EUR,,,0.0
Convocatoria | Certamen Nacional de Cortometrajes de L`ALFÀS DEL PI,Convocatoria | Certamen Nacional de Cortometrajes de L`ALFÀS DEL PI,España,Ayuntamiento de l’Alfàs del Pi,"El certamen está abierto a productores y realizadores de cine españoles, y/o con sede social en España. Disciplina: cine (cortometrajes). Se podrán presentar al certamen películas de ficción y de animación realizadas durante los años 2024 y 2025, cuya duración máxima no exceda los 30 minutos y no hayan sido presentadas en ediciones anteriores. Abierto a participantes españoles.",https://www.festivaldelalfas.es,Convocatoria,"Cine, Cortometrajes",Cine,Pago,,EUR,,10260.0,0.0
Residencia | Programa de Residencias S+T+ARTS Buen-TEK,Residencia | Programa de Residencias S+T+ARTS Buen-TEK,Múltiples Países,Ars Electronica Linz GmbH & Co KG.,"Dirigido a artistas o colectivos artísticos de los siguientes países elegibles: Argentina, Bolivia, Brasil, Chile, Colombia, Ecuador, Guyana, Paraguay, Perú, Surinam y Uruguay, interesados en la intersección de arte, conocimiento indígena y tecnología avanzada. Disciplinas involucradas: artes visuales, arte digital y prácticas artísticas transdisciplinarias. A través de un programa de 10 residencias de 5 meses de duración, a implementarse entre septiembre de 2025 y febrero de 2026, el proyecto invita a artistas a abordar retos en los ámbitos económico, ecológico y social, adoptando principios locales, regionales y/o ancestrales, y aportando una perspectiva crítica sobre las tecnologías.",https://starts.eu/opportunities/starts-buen-tek-residencies-programme-2/,Residencia,Multidisciplinar,Otras,Sin cargo,100000*,EUR,117804.50,,
"Programa de formación en arte, curaduría y teorías contemporáneas","Convocatoria | Programa de formación en arte, curaduría y teorías contemporáneas",Argentina,Centro de Arte UNLP,"Programa de formación virtual gratuito en arte, curaduría y teorías contemporáneas, coordinado por Fernando Davis. Dirigido a personas interesadas en reflexión y producción crítica sobre arte contemporáneo. No requiere pago (actividad no arancelada). No especifica restricciones geográficas para participantes, por lo que parece abierto a artistas latinoamericanos.",https://www.centrodearte.unlp.edu.ar/programa-de-formacion-en-arte-curaduria-y-teorias-contemporaneas-4/,Convocatoria,"Otras, Arte Contemporáneo, Curaduría",Visuales,Pago,,ARS,,,
Fondos | Apoyo a Profesionales de la Cultura y el Arte para estudios de Posgrado en el Extranjero (APCE),Fondos | Apoyo a Profesionales de la Cultura y el Arte para estudios de Posgrado en el Extranjero (APCE),México,Secretaría de Cultura del Gobierno de México,"Dirigido a profesionales de la cultura y el arte que desean realizar estudios de posgrado en el extranjero. Disciplinas: artes visuales, diseño, escénicas, música, letras, gestión cultural, Arquitectura. Este fondo es exclusivo para Mexicanos.",https://sistemacreacion.cultura.gob.mx/convocatorias.html,Fondos,Multidisciplinar,Otras,Sin cargo,,MXN,,,2.5
Convocatoria | Taller IA+música. Creación en tiempos de algoritmos y caos digital,Convocatoria | Taller IA+música. Creación en tiempos de algoritmos y caos digital,Argentina,MediaLab CCEBA Centro Cultural de España en Buenos Aires,"Taller online sobre IA aplicada a la música, dirigido a músicos, productores, gestores culturales, programadores, diseñadores e investigadores interesados en explorar cómo la inteligencia artificial transforma procesos creativos en música y cultura digital. No se menciona costo, pero tiene cupo limitado. Abierto para participantes de habla hispana, sin especificar restricciones geográficas para artistas latinoamericanos.",https://hipermedula.org/2025/04/iamusica/,Convocatoria,"Música, Otras",Música,Sin cargo,,ARS,,,
Convocatoria | IV  Muestra Internacional de Cine Poético Maldito Festival 2025,Convocatoria | IV  Muestra Internacional de Cine Poético Maldito Festival 2025,España,Maldito Festival de Videopoesía,"Dirigido a cineastas de cualquier edad, género, nacionalidad o lugar de residencia que presenten medio-largometrajes de carácter poético con duración mínima de 30 minutos. Requiere pago de tarifa de inscripción. Disciplinas: cine y poesía. Abierto a artistas de todo el mundo, incluidos latinoamericanos.",https://malditofestival.com/inscripcion-iv-muestra-internacional-de-cine-poetico-maldito-festival-2025/,Convocatoria,"Cine, Poesía",Cine,Pago,,EUR,,,
Convocatoria | IX Concurso Internacional de Videopoesía Maldito Festival 2025,Convocatoria | IX Concurso Internacional de Videopoesía Maldito Festival 2025,España,Maldito Festival de Videopoesía,"Dirigido a cualquier persona sin restricción de edad, género, nacionalidad o lugar de residencia. No requiere pago para participar. Disciplinas: videopoesía, combinando poesía y video. Abierto a artistas de Latinoamérica.",https://malditofestival.com,Convocatoria,"Otras, Audiovisual, Poesía",Música,Sin cargo,,EUR,,,
Convocatoria | Salón Nacional de Artes Visuales de Tandil 2025,Convocatoria | Salón Nacional de Artes Visuales de Tandil 2025,Argentina,Subsecretaría de Cultura y Educación - Museo Municipal de Bellas Artes de Tandil,Dirigido a artistas plásticos mayores de 18 años residentes en Argentina. Disciplinas: artes visuales en general. No está abierto a artistas de Latinoamérica que no residan en Argentina.,https://mumbat.com/52-salon-nacional-de-artes-visuales-2025/,Convocatoria,Visuales,Visuales,Sin cargo,2300000.00,ARS,1909.45,1500000.0,
Premio | Premio Planeta de Novela 2025,Premio | Premio Planeta de Novela 2025,España,Editorial Planeta,"Podrán participar en este concurso todos los escritores, mayores de edad, cualquiera que sea su nacionalidad, que presenten novelas originales, inéditas y escritas en castellano. Quedan excluidos los escritores que algún año anterior hayan resultado ganadores del Premio y las obras que concurran simultáneamente a otro premio. Se otorgará, como ganadora, un premio de UN MILLÓN de euros a la novela que se considere con mayores merecimientos. También se otorgará un accésit de DOSCIENTOS MIL euros a la novela finalista.",https://www.planetadelibros.com/premios/premio-planeta-de-novela/15,Premio,"Literatura, Novela",Literatura,Sin cargo,,EUR,,,
Beca | Becas Bilbao Arte para la realización de Proyectos Artísticos con cesión de estudio 2025-2026,Beca | Becas Bilbao Arte para la realización de Proyectos Artísticos con cesión de estudio 2025-2026,España,Fundación BilbaoArte Fundazioa,"Dirigido a artistas con trayectoria artística y académica solvente independientemente de su edad y origen, excepto quienes obtuvieron la beca en la convocatoria anterior. Disciplinas: proyectos artísticos con enfoque en producción utilizando talleres de Imagen digital, MediaLab, Escultura, Serigrafía y grabado. Abierto a artistas de cualquier origen, incluyendo latinoamericanos.",https://bilbaoarte.eus/convocatoria-de-ayudas-2025-26-para-la-realizacion-de-proyectos-artisticos-con-cesion-de-estudio-en-bilbao-arte/,Beca,Visuales,Visuales,Sin cargo,100000.00*,EUR,117804.50,,
Convocatoria | Concurso de Cortometrajes Cartagena Negra,Convocatoria | Concurso de Cortometrajes Cartagena Negra,España,Cartagena Negra,"Dirigido a creadores de cortometrajes de cualquier país sin restricciones de procedencia. No requiere pago para participar. Disciplina: cine (géneros cine negro, policíaco, misterio o thriller). Abierto a artistas de Latinoamérica.",https://colombia.travel/en/fairs-and-festivals/international-film-festival-cartagena-de-indias,Convocatoria,"Cine, Cortometrajes,",Cine,Sin cargo,,EUR,,540.0,
Beca | Becas Leonardo a Investigadores y Creadores Culturales,Beca | Becas Leonardo a Investigadores y Creadores Culturales,España,Fundación BBVA,"Dirigidas a investigadores y creadores culturales de nacionalidad española con residencia en España, o nacionales de otros países con residencia en España, con edades entre 30 y 45 años. Las disciplinas artísticas incluidas son: Artes Plásticas, Música y Ópera, y Creación Literaria y Artes Escénicas. No está abierta para artistas de Latinoamérica a menos que residan en España.",https://www.redleonardo.es/informacion-bases-becas-red-leonardo/,Beca,"Visuales, Música, Escénicas, Literatura, Otras ",Música,Sin cargo,2.750.000,EUR,3239333.76,,
Premio | Concurso Manga 2025,Premio | Concurso Manga 2025,España,Norma Editorial,"El concurso tiene carácter internacional, por lo que pueden presentarse obras en cualquier idioma y candidatos con cualquier nacionalidad y edad. La temática, estilo y género son totalmente libres. Se permite la presentación de un máximo de tres obras por autor o autora, ya sea de forma individual o en colectivo. Los ganadores de ediciones anteriores no podrán presentar nuevos proyectos. El premio consiste en un contrato de edición para completar una obra de 176 páginas y publicarla a través de Norma Editorial, que incluirá un anticipo de 4500 € brutos en concepto de royalties y derechos de representación.",https://www.normaeditorial.com/noticia/bases-del-concurso-manga-2025,Premio,"Literatura, Manga,",Literatura,Sin cargo,4500.00,EUR,5300.73,,
Premio | Premios de Novela Negra Cartagena Negra 2025,Premio | Premios de Novela Negra Cartagena Negra 2025,España,Cartagena Negra,"Los Premios de Novela Cartagena Negra 2025 están dirigidos a autores de novelas de temática negra escritas en castellano, editadas en España y publicadas durante el año 2024. No se menciona que requiera pago para participar. La disciplina artística es la literatura, específicamente novela negra. No está explícitamente abierto para artistas latinoamericanos, ya que las obras deben estar editadas en España.",https://www.cartagenanegra.com,Premio,"Literatura, Novela Negra",Literatura,Sin cargo,,EUR,,,
Premio | III Concurso Internacional de Arte Digital Antonio Gades “Carmen”,Premio | III Concurso Internacional de Arte Digital Antonio Gades “Carmen”,España,Fundación Antonio Gades,"Dirigido a artistas visuales, mayores de 18 años, a participar en este concurso que cuenta de dos modalidades: modalidad diseño de imagen y modalidad audiovisual (animación). Se les convoca para crear la imagen de la coreografía Carmen y para creación de un audiovisual de animación. Se otorgarán dos premios únicos premios: Mejor diseño gráfico e imagen: 1.000 € y Mejor audiovisual: 1.000 € (importe sujeto a retenciones).",https://antoniogades.com/iii-concurso-de-arte-digital-antonio-gades/,Premio,"Diseño, Visuales, Animación, Audiovisual",Música,Sin cargo,2000.0,EUR,2160.00,1080.0,
Residencia | Writing in Residence 2025 Arquitectura,Residencia |  Writing in Residence 2025 Arquitectura,Italia,Biennale di Venezia - Biennale College ASAC,"Dirigida a jóvenes licenciados menores de 30 años de todo el mundo con un excelente conocimiento de la lengua italiana hablada y escrita, investigadores en Arquitectura, para escribir textos críticos que serán recogidos en una publicación de La Biennale di Venezia. La investigación se realizará sobre el terreno: los candidatos seleccionados serán invitados a participar en la 19 Exposición Internacional de Arquitectura. Tema: Inteligente. Natural. Artificial. Colectivo.",https://www.labiennale.org/en/asac/biennale-college-asac-25-architettura,Residencia,"Diseño, Arquitectura",Diseño,Sin cargo,Residencia,EUR,,,
Residencia | Residencias NOA 2025,Residencia | Residencias NOA 2025,Argentina,Cruce de artistas,"Residencia y Formación artística en la Quebrada de Humahuaca a realizarse del 29 de agosto a 7 de septiembre de 2025 en Tilcara, Jujuy. Argentina. Coordinado por Andrea Basmagi y Marcos Azulay
Dirigida a artistas nacionales e internacionales de diversas disciplinas y niveles de experiencia que deseen profundizar en sus procesos de producción dentro de un programa de formación y un marco de intercambio.",https://linktr.ee/somoscrucedeartistas,Residencia,Multidisciplinar,Otras,Pago,,ARS,,,
Premio | Premio de Poesía Antonio González de Lama,Premio | Premio de Poesía Antonio González de Lama,España,Ayuntamiento de León,"Pueden participar todas las personas mayores de 18 años, de cualquier nacionalidad, que presenten obras escritas en español y que no hayan ganado el premio en al menos las cinco últimas ediciones. ",https://bop.dipuleon.es/publica/buscador-anuncios/anuncio/Extracto-de-la-convocatoria-del-premio-de-poesia-Antonio-Gonzalez-de-Lama/,Premio,"Literatura, Poesía",Literatura,Sin cargo,6000.00,EUR,7067.64,,
Convocatoria | Festival de Cortos de Bogotá – Bogoshorts,Convocatoria | Festival de Cortos de Bogotá – Bogoshorts,Colombia,Festival de Cortos de Bogotá – Bogoshorts,"El Festival de Cortos de Bogotá - BOGOSHORTS, que se celebrará del 2 al 9 de diciembre de 2025, está dirigido a realizadores de cortometrajes de todo el mundo, incluyendo Latinoamérica. La inscripción es gratuita para la Competencia Nacional y la Competencia VR, con una tasa de 20 USD para otras categorías. Las disciplinas incluyen ficción, animación, documental, experimental, videoclip y realidad virtual.",https://festival.bogoshorts.com,Convocatoria,"Cine, Cortometrajes",Cine,Sin cargo,20.0,COP,52,,
Convocatoria | Artists at Risk ‘State of the ART(ist)’ 2025,Convocatoria | Artists at Risk ‘State of the ART(ist)’ 2025,Austria,Ars Electronica y el Ministerio Federal de Asuntos Europeos e Internacionales de Austria,"Dirigida a artistas, colectivos y organizaciones cuyo trabajo se ve amenazado por conflictos, represión, crisis ambientales o desigualdad social. Busca proyectos que conecten arte y derechos humanos en cualquier formato, incluyendo performances, software social, IA o movimientos de base. Ofrece premios de hasta 6.000 € y la posibilidad de exhibir las obras en el Festival Ars Electronica y en la Kunsthalle virtual.",,Convocatoria,Multidisciplinar,Otras,Sin cargo,6000.0,EUR,6480.0,,
Residencia | Summer Valga Architecture Residency 2025 on ‘Material Purgatory’,Residencia | Summer Valga Architecture Residency 2025 on ‘Material Purgatory’,Estonia,VARES Valga Architecture Residency,"Dirigido a investigadores, arquitectos y creadores con experiencia en intervenciones espaciales, instalaciones urbanas o investigación de materiales; pueden postular individuos o grupos. No requiere pago para participar y ofrece estipendio, apoyo para viajes y presupuesto de producción. Disciplinas: arquitectura, arte y prácticas espaciales; está abierta a artistas de Latinoamérica.",https://vares.space/en/,Residencia,"Diseño, Arquitectura",Diseño,Sin cargo,Residencia,,,,
Residencia | La Fabrique des Arts Residency Programme 2025–26,Residencia | La Fabrique des Arts Residency Programme 2025–26,Francia,Fondation Fiminco,"Convocatoria abierta a artistas y artesanos franceses e internacionales que trabajen en los campos de las artes visuales, la artesanía, la danza, la música, el diseño, el cine, la literatura, la investigación, la escritura y el comisariado, sin restricciones de edad, para el programa de residencia en Romainville (Seine-Saint-Denis), en el Gran París. La Fundación Fiminco acogerá a artistas durante 3 a 10 meses, de septiembre de 2025 a julio de 2026. Se asigna a los artistas una beca de producción, cuyo monto varía entre 1250 € y 5000 €, según la duración de la residencia.",https://www.fondationfiminco.com/la-fabrique-artistes.html,Residencia,Multidisciplinar,Otras,Sin cargo,,EUR,,,
Convocatoria | Site-Specific Work for Nuit Blanche 2025,Convocatoria | Site-Specific Work for Nuit Blanche 2025,Canadá,Delegation of the European Union to Canada / OCAD University,"Dirigido a artistas que actualmente residen en Canadá o la UE, con conocimientos técnicos sobre el trabajo con modelos 3D y software de mapeo de proyección, para presentar propuestas que responden directamente al tema del Tratado del Agua. Obras de arte digitales, animadas, multimedia, experimentales, de medios mixtos y/o interactivas, originales o reutilizadas, que se pueden mapear y hacer específicas del sitio para el lado este u oeste de los silos de malteado de Canadá.",https://www.eeas.europa.eu/delegations/canada/call-projection-artists-site-specific-work-canada-malting-silos-nuit-blanche-2025_en?s=220,Convocatoria,"Visuales, Video, Multimedia, Arte digital",Cine,Sin cargo,"6,700 EUR",EUR,7892-19,,
Convocatoria | SPAM New Media Festival,Convocatoria | SPAM New Media Festival,EEUU,SPAM New Media Festival - Seatle,"Dirigido a artistas y profesionales que trabajan con arte digital, experimental y nuevas tecnologías; no requiere pago para participar. Disciplinas: instalaciones interactivas, obras inmersivas, video, proyección, audio, música, performance, charlas, talleres y proyecciones. Está abierta a artistas de cualquier país, incluyendo Latinoamérica.",https://spamnewmediafestival.com/Call-Out,Convocatoria,"Visuales, Música, Nuevas Tecnologías",Música,Sin cargo,,USD,,,
Residencia | ACC Creators Residency 2025,Residencia | ACC Creators Residency 2025,Corea del Sur,ACC - Centro Nacional de Cultura Asiática,"Abierto a creadores nacionales e internacionales, incluidos artistas, investigadores e ingenieros, capaces de desarrollar y realizar proyectos basados en el arte y la tecnología. El tema esta año es “La era de la inteligencia”. Dirigido a nuevos proyectos que utilizan tecnologías como IA, VR, MR, XR, audiovisual, robótica, IoT, captura de movimiento, juegos, láser, medios cinéticos, sonido, video, audio espacial y más, basados en el tema de la convocatoria abierta.",https://www.acc.go.kr/en/board/board.do?PID=1001&boardID=NOTICE&action=Read&idx=2448,Residencia,"Otras, Visuales, Investigación, Nuevas Tecnologías",Visuales,Sin cargo,,,,,
Convocatoria | Citofonare PimOff. Programa de residencias de danza contemporánea,Convocatoria | Citofonare PimOff. Programa de residencias de danza contemporánea,Italia,Citofonare PimOff,"Dirigida a artistas italianos e internacionales que presenten un proyecto de danza contemporánea en fase de creación y que no haya sido estrenado. Residencia de un máximo de 10 días, de febrero a mayo de 2026, a los artistas seleccionados, ofreciéndoles el uso de la sala de teatro y su equipamiento; apoyo financiero; apoyo organizativo, comunicativo y promocional. Cada residencia finaliza con un momento de encuentro e intercambio entre los artistas y el público.",https://www.pimoff.it/en/citofonare-pimoff,Convocatoria,"Escénicas, Danza, Performance",Escénicas,Sin cargo,Residencia,EUR,,,
Premio | Changes – Hoepfner Fotowettbewerb 2025,Premio | Changes – Hoepfner Fotowettbewerb 2025,Alemania,Fundación Hoepfner,"Dirigido a fotógrafos (formados), fotógrafos aficionados profesionales, estudiantes/aprendices en el campo de la fotografía/arte y artistas. Tema: Cambios. Premios: Primero de 3.000 euros, Segundo de 2.000 euros, Tercero de 1.000 euros, del 4º - 6º premio 500 euros cada uno, del 7º - 10º premio 250 euros cada uno. Además el premio del público de 500 euros.",https://fotowettbewerb-hoepfner-stiftung.de/,Premio,"Visuales, Fotografía",Visuales,Sin cargo,,EUR,,,
